order_id;order_date;order_status;delivery_date;seller_id;buyer_id;product_quantities
O06490;13/11/2020;OK;19/11/2020;U00548;U00157;"{""P00548_002"": 4}"
O06491;5/12/2020;OK;13/12/2020;U00614;U00026;"{""P00614_008"": 2,
""P00614_009"": 5,
""P00614_010"": 5}"
O06492;24/11/2020;OK;28/11/2020;U00599;U00112;"{""P00599_021"": 4,
""P00599_014"": 4,
""P00599_012"": 4,
""P00599_009"": 4,
""P00599_005"": 4}"
O06493;23/11/2020;OK;4/12/2020;U00489;U00130;"{""P00489_023"": 3,
""P00489_003"": 3,
""P00489_022"": 5}"
O06494;1/12/2020;OK;3/12/2020;U00512;U00036;"{""P00512_003"": 3,
""P00512_001"": 3}"
O06495;24/12/2020;OK;25/12/2020;U00626;U00008;"{""P00626_001"": 3,
""P00626_004"": 5,
""P00626_005"": 4}"
O06496;4/11/2020;OK;7/11/2020;U00567;U00425;"{""P00567_005"": 4,
""P00567_007"": 4,
""P00567_007"": 2,
""P00567_002"": 1,
""P00567_003"": 1}"
O06497;16/12/2020;OK;31/12/2020;U00531;U00115;"{""P00531_001"": 1}"
O06498;4/12/2020;OK;13/12/2020;U00535;U00485;"{""P00535_006"": 5,
""P00535_001"": 4}"
O06499;8/12/2020;OK;9/12/2020;U00555;U00212;"{""P00555_003"": 1,
""P00555_005"": 3,
""P00555_006"": 2}"
O06500;31/12/2020;OK;9/01/2021;U00532;U00036;"{""P00532_001"": 5}"
O06501;8/11/2020;OK;13/11/2020;U00500;U00084;"{""P00500_002"": 2,
""P00500_001"": 2}"
O06502;19/12/2020;OK;27/12/2020;U00487;U00035;"{""P00487_003"": 1}"
O06503;20/11/2020;OK;1/12/2020;U00418;U00019;"{""P00418_001"": 4}"
O06504;14/12/2020;CANCELED;;U00489;U00331;"{""P00489_010"": 3,
""P00489_017"": 1,
""P00489_014"": 4,
""P00489_022"": 5,
""P00489_021"": 3}"
O06505;9/12/2020;OK;23/12/2020;U00496;U00518;"{""P00496_003"": 3,
""P00496_007"": 2,
""P00496_008"": 4,
""P00496_005"": 2,
""P00496_009"": 5}"
O06506;24/12/2020;OK;25/12/2020;U00614;U00620;"{""P00614_010"": 4,
""P00614_012"": 4,
""P00614_004"": 3,
""P00614_007"": 1,
""P00614_005"": 3}"
O06507;3/12/2020;OK;15/12/2020;U00506;U00447;"{""P00506_004"": 5}"
O06508;23/12/2020;OK;24/12/2020;U00555;U00061;"{""P00555_006"": 1,
""P00555_009"": 5,
""P00555_011"": 4,
""P00555_008"": 4}"
O06509;9/11/2020;OK;24/11/2020;U00551;U00505;"{""P00551_007"": 1,
""P00551_005"": 2,
""P00551_006"": 3,
""P00551_002"": 5,
""P00551_002"": 1}"
O06510;24/12/2020;OK;28/12/2020;U00489;U00568;"{""P00489_018"": 2}"
O06511;27/11/2020;OK;11/12/2020;U00617;U00409;"{""P00617_015"": 1}"
O06512;7/11/2020;OK;20/11/2020;U00626;U00019;"{""P00626_002"": 5,
""P00626_002"": 4}"
O06513;18/11/2020;OK;29/11/2020;U00448;U00064;"{""P00448_002"": 2,
""P00448_006"": 5,
""P00448_003"": 1}"
O06514;13/11/2020;OK;22/11/2020;U00576;U00188;"{""P00576_004"": 2,
""P00576_009"": 4,
""P00576_001"": 3}"
O06515;13/12/2020;OK;20/12/2020;U00448;U00068;"{""P00448_003"": 1}"
O06516;16/11/2020;OK;28/11/2020;U00555;U00427;"{""P00555_008"": 4,
""P00555_008"": 4,
""P00555_011"": 1}"
O06517;5/12/2020;OK;8/12/2020;U00614;U00596;"{""P00614_011"": 5,
""P00614_008"": 4,
""P00614_010"": 5,
""P00614_003"": 3,
""P00614_005"": 1}"
O06518;26/12/2020;OK;29/12/2020;U00559;U00121;"{""P00559_005"": 3,
""P00559_005"": 5,
""P00559_001"": 4,
""P00559_005"": 2,
""P00559_007"": 2}"
O06519;28/11/2020;OK;13/12/2020;U00539;U00432;"{""P00539_002"": 4,
""P00539_004"": 1,
""P00539_003"": 2}"
O06520;23/12/2020;OK;5/01/2021;U00474;U00459;"{""P00474_010"": 3,
""P00474_008"": 2}"
O06521;31/12/2020;OK;14/01/2021;U00500;U00003;"{""P00500_005"": 1,
""P00500_002"": 1}"
O06522;18/11/2020;OK;26/11/2020;U00559;U00511;"{""P00559_001"": 1}"
O06523;8/11/2020;OK;11/11/2020;U00581;U00318;"{""P00581_002"": 4,
""P00581_002"": 2,
""P00581_001"": 3,
""P00581_002"": 3}"
O06524;11/11/2020;CANCELED;;U00606;U00197;"{""P00606_001"": 2,
""P00606_001"": 1,
""P00606_001"": 5,
""P00606_001"": 5,
""P00606_001"": 4}"
O06525;20/12/2020;OK;21/12/2020;U00489;U00398;"{""P00489_009"": 4,
""P00489_024"": 5,
""P00489_019"": 4,
""P00489_012"": 3}"
O06526;3/12/2020;OK;13/12/2020;U00555;U00162;"{""P00555_007"": 4,
""P00555_002"": 4,
""P00555_002"": 3,
""P00555_006"": 1,
""P00555_001"": 4}"
O06527;9/11/2020;CANCELED;;U00599;U00309;"{""P00599_011"": 3,
""P00599_010"": 5,
""P00599_012"": 1,
""P00599_004"": 1,
""P00599_016"": 3}"
O06528;19/12/2020;OK;23/12/2020;U00380;U00345;"{""P00380_005"": 5,
""P00380_003"": 1,
""P00380_008"": 3,
""P00380_008"": 5,
""P00380_008"": 2}"
O06529;30/12/2020;OK;13/01/2021;U00487;U00611;"{""P00487_004"": 1,
""P00487_005"": 3,
""P00487_003"": 4}"
O06530;8/11/2020;CANCELED;;U00496;U00622;"{""P00496_007"": 4,
""P00496_004"": 5}"
O06531;28/11/2020;OK;11/12/2020;U00520;U00393;"{""P00520_003"": 5,
""P00520_003"": 2}"
O06532;23/11/2020;OK;8/12/2020;U00320;U00558;"{""P00320_002"": 3}"
O06533;4/11/2020;OK;12/11/2020;U00594;U00382;"{""P00594_002"": 5,
""P00594_001"": 5,
""P00594_001"": 1}"
O06534;11/12/2020;OK;20/12/2020;U00545;U00091;"{""P00545_005"": 5,
""P00545_001"": 3}"
O06535;7/12/2020;OK;13/12/2020;U00589;U00194;"{""P00589_004"": 5}"
O06536;5/11/2020;CANCELED;;U00617;U00503;"{""P00617_002"": 5,
""P00617_002"": 3}"
O06537;23/11/2020;OK;5/12/2020;U00622;U00257;"{""P00622_008"": 1}"
O06538;18/12/2020;OK;30/12/2020;U00605;U00262;"{""P00605_008"": 1}"
O06539;9/12/2020;OK;11/12/2020;U00605;U00590;"{""P00605_002"": 5,
""P00605_008"": 2,
""P00605_010"": 1,
""P00605_010"": 1,
""P00605_003"": 5}"
O06540;29/12/2020;OK;2/01/2021;U00589;U00170;"{""P00589_002"": 2,
""P00589_007"": 5,
""P00589_004"": 4,
""P00589_005"": 4,
""P00589_007"": 1}"
O06541;26/11/2020;OK;3/12/2020;U00555;U00140;"{""P00555_005"": 5}"
O06542;10/12/2020;OK;18/12/2020;U00579;U00553;"{""P00579_004"": 3,
""P00579_005"": 2,
""P00579_004"": 1,
""P00579_003"": 3,
""P00579_005"": 2}"
O06543;3/12/2020;CANCELED;;U00562;U00243;"{""P00562_009"": 2}"
O06544;8/11/2020;OK;13/11/2020;U00589;U00493;"{""P00589_009"": 2,
""P00589_002"": 3,
""P00589_006"": 5}"
O06545;23/11/2020;CANCELED;;U00562;U00453;"{""P00562_002"": 3,
""P00562_011"": 2}"
O06546;4/12/2020;CANCELED;;U00576;U00509;"{""P00576_007"": 1,
""P00576_010"": 4,
""P00576_001"": 2,
""P00576_009"": 4}"
O06547;3/12/2020;CANCELED;;U00539;U00358;"{""P00539_003"": 1,
""P00539_001"": 1}"
O06548;27/12/2020;OK;10/01/2021;U00614;U00253;"{""P00614_001"": 4}"
O06549;23/11/2020;OK;28/11/2020;U00489;U00004;"{""P00489_004"": 4,
""P00489_016"": 1,
""P00489_003"": 3,
""P00489_012"": 5,
""P00489_015"": 2}"
O06550;22/12/2020;CANCELED;;U00485;U00594;"{""P00485_007"": 1,
""P00485_002"": 5,
""P00485_005"": 5,
""P00485_003"": 2}"
O06551;3/11/2020;OK;8/11/2020;U00535;U00359;"{""P00535_002"": 1}"
O06552;5/12/2020;OK;6/12/2020;U00585;U00593;"{""P00585_008"": 1,
""P00585_002"": 1,
""P00585_006"": 3,
""P00585_003"": 4}"
O06553;13/11/2020;OK;14/11/2020;U00589;U00352;"{""P00589_003"": 1,
""P00589_009"": 3}"
O06554;23/11/2020;OK;28/11/2020;U00614;U00502;"{""P00614_007"": 2,
""P00614_010"": 3,
""P00614_005"": 1,
""P00614_007"": 4,
""P00614_007"": 1}"
O06555;4/12/2020;OK;15/12/2020;U00599;U00052;"{""P00599_006"": 1,
""P00599_007"": 3}"
O06556;2/12/2020;CANCELED;;U00485;U00487;"{""P00485_005"": 5,
""P00485_003"": 3,
""P00485_004"": 2,
""P00485_008"": 1}"
O06557;17/12/2020;OK;26/12/2020;U00605;U00005;"{""P00605_006"": 1,
""P00605_003"": 3,
""P00605_005"": 4,
""P00605_007"": 4,
""P00605_010"": 1}"
O06558;2/12/2020;CANCELED;;U00536;U00234;"{""P00536_001"": 4,
""P00536_003"": 1,
""P00536_004"": 3}"
O06559;5/11/2020;OK;6/11/2020;U00595;U00555;"{""P00595_003"": 2,
""P00595_001"": 4}"
O06560;23/11/2020;OK;27/11/2020;U00576;U00503;"{""P00576_006"": 4,
""P00576_011"": 1,
""P00576_004"": 3}"
O06561;10/12/2020;CANCELED;;U00368;U00066;"{""P00368_008"": 3,
""P00368_005"": 1,
""P00368_001"": 3}"
O06562;26/11/2020;OK;28/11/2020;U00587;U00294;"{""P00587_001"": 2}"
O06563;6/11/2020;OK;16/11/2020;U00496;U00550;"{""P00496_001"": 1,
""P00496_002"": 2,
""P00496_001"": 1,
""P00496_002"": 5,
""P00496_004"": 4}"
O06564;14/12/2020;OK;29/12/2020;U00418;U00405;"{""P00418_002"": 1}"
O06565;8/12/2020;OK;14/12/2020;U00562;U00336;"{""P00562_007"": 4,
""P00562_009"": 3,
""P00562_005"": 5,
""P00562_010"": 4}"
O06566;17/12/2020;OK;24/12/2020;U00386;U00357;"{""P00386_013"": 5}"
O06567;31/12/2020;OK;3/01/2021;U00617;U00522;"{""P00617_004"": 1,
""P00617_016"": 3,
""P00617_005"": 1,
""P00617_006"": 4,
""P00617_005"": 3}"
O06568;24/12/2020;CANCELED;;U00373;U00261;"{""P00373_001"": 3,
""P00373_008"": 3,
""P00373_007"": 3,
""P00373_012"": 2,
""P00373_007"": 3}"
O06569;23/12/2020;OK;29/12/2020;U00613;U00598;"{""P00613_002"": 3,
""P00613_002"": 4,
""P00613_001"": 3,
""P00613_001"": 2}"
O06570;30/12/2020;CANCELED;;U00605;U00268;"{""P00605_009"": 4,
""P00605_001"": 4,
""P00605_004"": 2,
""P00605_006"": 1,
""P00605_006"": 3}"
O06571;13/12/2020;CANCELED;;U00535;U00028;"{""P00535_006"": 5,
""P00535_001"": 3,
""P00535_007"": 4,
""P00535_004"": 1,
""P00535_004"": 5}"
O06572;26/12/2020;OK;28/12/2020;U00399;U00112;"{""P00399_011"": 1,
""P00399_003"": 5,
""P00399_001"": 1,
""P00399_010"": 3}"
O06573;20/11/2020;OK;2/12/2020;U00192;U00395;"{""P00192_007"": 3,
""P00192_006"": 3,
""P00192_007"": 4}"
O06574;9/12/2020;OK;15/12/2020;U00626;U00118;"{""P00626_008"": 5}"
O06575;9/11/2020;OK;23/11/2020;U00380;U00499;"{""P00380_003"": 5}"
O06576;7/11/2020;OK;12/11/2020;U00552;U00191;"{""P00552_001"": 1,
""P00552_001"": 3}"
O06577;28/12/2020;CANCELED;;U00589;U00339;"{""P00589_002"": 1}"
O06578;3/11/2020;OK;10/11/2020;U00531;U00030;"{""P00531_001"": 4,
""P00531_001"": 5,
""P00531_001"": 1,
""P00531_001"": 5,
""P00531_001"": 5}"
O06579;17/12/2020;OK;24/12/2020;U00599;U00005;"{""P00599_008"": 5}"
O06580;24/12/2020;OK;31/12/2020;U00473;U00144;"{""P00473_001"": 4,
""P00473_003"": 4,
""P00473_004"": 1}"
O06581;12/12/2020;OK;13/12/2020;U00626;U00172;"{""P00626_006"": 4,
""P00626_002"": 4,
""P00626_003"": 2,
""P00626_003"": 4,
""P00626_003"": 4}"
O06582;28/12/2020;OK;9/01/2021;U00589;U00170;"{""P00589_007"": 3}"
O06583;28/12/2020;OK;8/01/2021;U00483;U00499;"{""P00483_004"": 3,
""P00483_004"": 1,
""P00483_001"": 5,
""P00483_002"": 4,
""P00483_003"": 2}"
O06584;20/11/2020;OK;26/11/2020;U00291;U00620;"{""P00291_004"": 5,
""P00291_003"": 1}"
O06585;30/11/2020;OK;11/12/2020;U00626;U00250;"{""P00626_008"": 2,
""P00626_001"": 2,
""P00626_005"": 4,
""P00626_006"": 2}"
O06586;20/12/2020;OK;30/12/2020;U00613;U00543;"{""P00613_002"": 1,
""P00613_002"": 4,
""P00613_002"": 2}"
O06587;10/12/2020;OK;23/12/2020;U00599;U00572;"{""P00599_017"": 3}"
O06588;7/11/2020;OK;9/11/2020;U00599;U00143;"{""P00599_006"": 4,
""P00599_010"": 1,
""P00599_002"": 3}"
O06589;10/11/2020;OK;24/11/2020;U00489;U00133;"{""P00489_007"": 1}"
O06590;9/11/2020;CANCELED;;U00500;U00346;"{""P00500_006"": 3}"
O06591;11/11/2020;CANCELED;;U00562;U00578;"{""P00562_004"": 3}"
O06592;28/12/2020;OK;30/12/2020;U00536;U00129;"{""P00536_004"": 2}"
O06593;21/12/2020;OK;31/12/2020;U00368;U00498;"{""P00368_007"": 2,
""P00368_006"": 5,
""P00368_001"": 1,
""P00368_001"": 4,
""P00368_009"": 2}"
O06594;20/12/2020;OK;24/12/2020;U00617;U00609;"{""P00617_006"": 5}"
O06595;28/12/2020;OK;29/12/2020;U00448;U00435;"{""P00448_003"": 2}"
O06596;25/12/2020;OK;5/01/2021;U00376;U00436;"{""P00376_002"": 4,
""P00376_015"": 4}"
O06597;5/11/2020;OK;18/11/2020;U00579;U00034;"{""P00579_002"": 5}"
O06598;9/11/2020;OK;10/11/2020;U00399;U00486;"{""P00399_006"": 4,
""P00399_007"": 2,
""P00399_009"": 4,
""P00399_013"": 4,
""P00399_010"": 3}"
O06599;13/12/2020;OK;16/12/2020;U00624;U00626;"{""P00624_002"": 1,
""P00624_001"": 4,
""P00624_003"": 4,
""P00624_003"": 1}"
O06600;29/11/2020;OK;2/12/2020;U00408;U00290;"{""P00408_007"": 3,
""P00408_007"": 3}"
O06601;1/12/2020;CANCELED;;U00614;U00167;"{""P00614_003"": 1}"
O06602;8/12/2020;OK;16/12/2020;U00489;U00063;"{""P00489_021"": 5,
""P00489_023"": 2,
""P00489_013"": 3,
""P00489_020"": 3,
""P00489_012"": 3}"
O06603;17/11/2020;OK;26/11/2020;U00576;U00484;"{""P00576_010"": 2}"
O06604;18/11/2020;OK;24/11/2020;U00535;U00552;"{""P00535_006"": 5,
""P00535_005"": 2,
""P00535_005"": 4}"
O06605;28/11/2020;CANCELED;;U00567;U00062;"{""P00567_003"": 1}"
O06606;9/11/2020;CANCELED;;U00336;U00324;"{""P00336_004"": 3,
""P00336_005"": 5}"
O06607;17/12/2020;CANCELED;;U00399;U00497;"{""P00399_006"": 2,
""P00399_012"": 5}"
O06608;15/12/2020;OK;16/12/2020;U00617;U00071;"{""P00617_015"": 1,
""P00617_003"": 1,
""P00617_006"": 3,
""P00617_002"": 4}"
O06609;6/11/2020;CANCELED;;U00399;U00503;"{""P00399_010"": 1,
""P00399_004"": 3}"
O06610;8/11/2020;OK;10/11/2020;U00559;U00237;"{""P00559_004"": 3}"
O06611;6/11/2020;OK;12/11/2020;U00589;U00016;"{""P00589_003"": 5}"
O06612;6/12/2020;CANCELED;;U00399;U00515;"{""P00399_004"": 3,
""P00399_011"": 4,
""P00399_007"": 1,
""P00399_003"": 2,
""P00399_007"": 2}"
O06613;2/12/2020;OK;8/12/2020;U00221;U00398;"{""P00221_023"": 5}"
O06614;23/11/2020;OK;29/11/2020;U00505;U00527;"{""P00505_007"": 3,
""P00505_008"": 3,
""P00505_002"": 1,
""P00505_003"": 5,
""P00505_005"": 1}"
O06615;15/12/2020;OK;25/12/2020;U00624;U00372;"{""P00624_001"": 5}"
O06616;16/12/2020;OK;19/12/2020;U00551;U00131;"{""P00551_003"": 4,
""P00551_009"": 1,
""P00551_002"": 2,
""P00551_008"": 2,
""P00551_010"": 3}"
O06617;10/11/2020;OK;11/11/2020;U00562;U00223;"{""P00562_013"": 2,
""P00562_001"": 3,
""P00562_004"": 4}"
O06618;27/11/2020;OK;1/12/2020;U00496;U00582;"{""P00496_003"": 5,
""P00496_007"": 5,
""P00496_003"": 5,
""P00496_007"": 3,
""P00496_008"": 1}"
O06619;28/12/2020;CANCELED;;U00578;U00031;"{""P00578_001"": 5,
""P00578_001"": 4,
""P00578_001"": 1,
""P00578_001"": 3,
""P00578_001"": 5}"
O06620;27/12/2020;OK;29/12/2020;U00579;U00347;"{""P00579_004"": 5,
""P00579_004"": 5,
""P00579_003"": 4}"
O06621;18/12/2020;OK;19/12/2020;U00416;U00555;"{""P00416_001"": 5,
""P00416_001"": 1,
""P00416_001"": 3,
""P00416_002"": 3,
""P00416_001"": 5}"
O06622;24/12/2020;OK;27/12/2020;U00599;U00320;"{""P00599_014"": 1}"
O06623;17/11/2020;OK;18/11/2020;U00408;U00352;"{""P00408_006"": 1,
""P00408_006"": 4,
""P00408_010"": 4,
""P00408_002"": 4}"
O06624;3/12/2020;OK;6/12/2020;U00626;U00419;"{""P00626_008"": 3,
""P00626_002"": 3,
""P00626_001"": 3}"
O06625;12/11/2020;OK;18/11/2020;U00551;U00208;"{""P00551_008"": 2}"
O06626;7/11/2020;OK;14/11/2020;U00527;U00139;"{""P00527_002"": 3,
""P00527_002"": 5,
""P00527_001"": 3,
""P00527_001"": 4,
""P00527_001"": 3}"
O06627;9/11/2020;OK;19/11/2020;U00520;U00350;"{""P00520_008"": 3}"
O06628;9/11/2020;OK;14/11/2020;U00599;U00007;"{""P00599_007"": 5}"
O06629;29/11/2020;OK;13/12/2020;U00474;U00458;"{""P00474_009"": 5,
""P00474_003"": 1}"
O06630;21/12/2020;OK;31/12/2020;U00605;U00167;"{""P00605_011"": 5,
""P00605_007"": 5,
""P00605_002"": 2,
""P00605_003"": 3,
""P00605_004"": 2}"
O06631;15/11/2020;OK;22/11/2020;U00571;U00399;"{""P00571_001"": 1,
""P00571_001"": 1}"
O06632;17/12/2020;CANCELED;;U00599;U00250;"{""P00599_012"": 3,
""P00599_017"": 4,
""P00599_011"": 5,
""P00599_005"": 5,
""P00599_007"": 3}"
O06633;17/12/2020;OK;24/12/2020;U00485;U00301;"{""P00485_005"": 3,
""P00485_004"": 3,
""P00485_007"": 2}"
O06634;5/11/2020;OK;15/11/2020;U00473;U00583;"{""P00473_005"": 2,
""P00473_006"": 2,
""P00473_006"": 3,
""P00473_006"": 1,
""P00473_004"": 2}"
O06635;4/11/2020;OK;13/11/2020;U00433;U00158;"{""P00433_001"": 3,
""P00433_003"": 1,
""P00433_001"": 1,
""P00433_006"": 3,
""P00433_009"": 5}"
O06636;1/12/2020;CANCELED;;U00605;U00507;"{""P00605_008"": 2,
""P00605_006"": 3}"
O06637;15/12/2020;OK;21/12/2020;U00599;U00130;"{""P00599_022"": 3,
""P00599_013"": 2,
""P00599_018"": 4,
""P00599_017"": 5}"
O06638;15/11/2020;OK;24/11/2020;U00470;U00104;"{""P00470_003"": 3,
""P00470_003"": 2,
""P00470_002"": 3,
""P00470_003"": 4,
""P00470_004"": 3}"
O06639;27/11/2020;OK;30/11/2020;U00520;U00089;"{""P00520_007"": 5,
""P00520_005"": 3,
""P00520_005"": 3,
""P00520_001"": 5,
""P00520_007"": 4}"
O06640;15/11/2020;OK;28/11/2020;U00474;U00328;"{""P00474_008"": 3,
""P00474_006"": 1,
""P00474_003"": 2}"
O06641;30/12/2020;OK;5/01/2021;U00578;U00166;"{""P00578_001"": 2,
""P00578_001"": 2}"
O06642;12/11/2020;OK;13/11/2020;U00453;U00175;"{""P00453_001"": 2,
""P00453_001"": 5}"
O06643;25/11/2020;CANCELED;;U00594;U00052;"{""P00594_002"": 4,
""P00594_004"": 4,
""P00594_003"": 3}"
O06644;3/12/2020;OK;8/12/2020;U00259;U00561;"{""P00259_007"": 5,
""P00259_003"": 5,
""P00259_001"": 3,
""P00259_001"": 1}"
O06645;5/11/2020;CANCELED;;U00617;U00099;"{""P00617_012"": 2,
""P00617_013"": 2,
""P00617_012"": 4,
""P00617_003"": 5,
""P00617_011"": 5}"
O06646;12/11/2020;OK;14/11/2020;U00415;U00473;"{""P00415_001"": 1,
""P00415_002"": 4,
""P00415_002"": 2,
""P00415_001"": 2,
""P00415_001"": 2}"
O06647;20/12/2020;CANCELED;;U00576;U00545;"{""P00576_011"": 1,
""P00576_008"": 3,
""P00576_004"": 1}"
O06648;24/11/2020;OK;4/12/2020;U00535;U00101;"{""P00535_002"": 4}"
O06649;10/11/2020;OK;13/11/2020;U00386;U00166;"{""P00386_006"": 4,
""P00386_003"": 3,
""P00386_002"": 4,
""P00386_013"": 5,
""P00386_011"": 5}"
O06650;16/11/2020;CANCELED;;U00268;U00243;"{""P00268_012"": 5,
""P00268_002"": 4}"
O06651;28/11/2020;OK;2/12/2020;U00576;U00073;"{""P00576_001"": 3,
""P00576_001"": 4,
""P00576_002"": 1,
""P00576_006"": 5}"
O06652;19/12/2020;OK;22/12/2020;U00371;U00214;"{""P00371_006"": 1}"
O06653;22/11/2020;OK;7/12/2020;U00181;U00164;"{""P00181_008"": 4,
""P00181_004"": 1,
""P00181_006"": 3}"
O06654;27/11/2020;OK;30/11/2020;U00500;U00235;"{""P00500_001"": 3,
""P00500_005"": 2,
""P00500_003"": 1,
""P00500_006"": 3,
""P00500_009"": 2}"
O06655;11/11/2020;OK;24/11/2020;U00599;U00286;"{""P00599_008"": 4,
""P00599_017"": 1,
""P00599_014"": 5,
""P00599_003"": 1,
""P00599_010"": 3}"
O06656;1/11/2020;CANCELED;;U00624;U00353;"{""P00624_002"": 3,
""P00624_002"": 4,
""P00624_003"": 4,
""P00624_001"": 4,
""P00624_002"": 4}"
O06657;27/12/2020;OK;11/01/2021;U00448;U00234;"{""P00448_010"": 4,
""P00448_010"": 1,
""P00448_008"": 2,
""P00448_002"": 2,
""P00448_006"": 1}"
O06658;2/12/2020;CANCELED;;U00451;U00205;"{""P00451_004"": 2,
""P00451_004"": 4,
""P00451_005"": 5,
""P00451_006"": 5,
""P00451_008"": 3}"
O06659;24/12/2020;OK;29/12/2020;U00501;U00414;"{""P00501_003"": 3}"
O06660;11/12/2020;OK;20/12/2020;U00451;U00050;"{""P00451_006"": 5}"
O06661;22/12/2020;OK;29/12/2020;U00626;U00253;"{""P00626_006"": 4}"
O06662;10/11/2020;OK;16/11/2020;U00538;U00133;"{""P00538_004"": 5,
""P00538_004"": 2,
""P00538_001"": 3,
""P00538_005"": 4,
""P00538_004"": 1}"
O06663;27/11/2020;OK;4/12/2020;U00603;U00340;"{""P00603_001"": 1}"
O06664;1/12/2020;CANCELED;;U00427;U00387;"{""P00427_004"": 1,
""P00427_004"": 5,
""P00427_003"": 1,
""P00427_001"": 4}"
O06665;11/12/2020;OK;18/12/2020;U00622;U00234;"{""P00622_003"": 3}"
O06666;18/12/2020;OK;31/12/2020;U00473;U00123;"{""P00473_003"": 4}"
O06667;12/12/2020;OK;13/12/2020;U00400;U00292;"{""P00400_006"": 1,
""P00400_007"": 2,
""P00400_001"": 3,
""P00400_006"": 2,
""P00400_006"": 5}"
O06668;6/11/2020;CANCELED;;U00614;U00623;"{""P00614_009"": 4,
""P00614_005"": 1,
""P00614_009"": 4,
""P00614_003"": 5,
""P00614_006"": 1}"
O06669;2/11/2020;OK;15/11/2020;U00619;U00112;"{""P00619_001"": 3,
""P00619_001"": 2}"
O06670;4/11/2020;CANCELED;;U00605;U00487;"{""P00605_005"": 5,
""P00605_006"": 4,
""P00605_004"": 3}"
O06671;30/12/2020;OK;6/01/2021;U00548;U00123;"{""P00548_002"": 1,
""P00548_002"": 2,
""P00548_001"": 5}"
O06672;28/11/2020;CANCELED;;U00599;U00136;"{""P00599_002"": 3}"
O06673;21/12/2020;OK;23/12/2020;U00548;U00338;"{""P00548_001"": 2,
""P00548_001"": 1,
""P00548_001"": 5,
""P00548_002"": 4,
""P00548_002"": 5}"
O06674;7/12/2020;OK;19/12/2020;U00408;U00362;"{""P00408_002"": 3,
""P00408_007"": 3}"
O06675;29/11/2020;OK;10/12/2020;U00617;U00461;"{""P00617_016"": 5}"
O06676;18/12/2020;OK;26/12/2020;U00406;U00230;"{""P00406_008"": 2,
""P00406_002"": 4,
""P00406_002"": 2}"
O06677;26/11/2020;OK;3/12/2020;U00614;U00011;"{""P00614_007"": 3,
""P00614_003"": 4}"
O06678;19/12/2020;OK;1/01/2021;U00263;U00130;"{""P00263_004"": 2}"
O06679;16/12/2020;OK;22/12/2020;U00580;U00206;"{""P00580_003"": 2,
""P00580_002"": 2,
""P00580_001"": 1}"
O06680;9/12/2020;OK;19/12/2020;U00599;U00031;"{""P00599_022"": 2,
""P00599_013"": 5,
""P00599_003"": 5}"
O06681;27/11/2020;CANCELED;;U00617;U00429;"{""P00617_013"": 4,
""P00617_014"": 4}"
O06682;2/11/2020;OK;17/11/2020;U00589;U00004;"{""P00589_002"": 5,
""P00589_009"": 4,
""P00589_001"": 1,
""P00589_007"": 1,
""P00589_004"": 4}"
O06683;5/12/2020;OK;15/12/2020;U00551;U00590;"{""P00551_005"": 4}"
O06684;19/11/2020;OK;28/11/2020;U00567;U00030;"{""P00567_006"": 4}"
O06685;11/11/2020;OK;25/11/2020;U00581;U00505;"{""P00581_002"": 5,
""P00581_002"": 1,
""P00581_002"": 3,
""P00581_002"": 4,
""P00581_001"": 5}"
O06686;27/12/2020;CANCELED;;U00613;U00070;"{""P00613_001"": 1,
""P00613_001"": 4,
""P00613_001"": 4,
""P00613_002"": 3}"
O06687;6/12/2020;OK;7/12/2020;U00617;U00239;"{""P00617_012"": 1,
""P00617_012"": 5,
""P00617_002"": 5}"
O06688;25/12/2020;OK;28/12/2020;U00617;U00542;"{""P00617_012"": 2,
""P00617_016"": 1}"
O06689;21/12/2020;OK;24/12/2020;U00473;U00247;"{""P00473_003"": 4}"
O06690;21/11/2020;OK;4/12/2020;U00399;U00371;"{""P00399_009"": 2,
""P00399_013"": 4}"
O06691;6/12/2020;CANCELED;;U00599;U00365;"{""P00599_010"": 5}"
O06692;14/12/2020;CANCELED;;U00617;U00266;"{""P00617_004"": 3,
""P00617_006"": 2,
""P00617_012"": 4}"
O06693;27/12/2020;OK;2/01/2021;U00512;U00088;"{""P00512_002"": 4,
""P00512_001"": 5,
""P00512_003"": 3}"
O06694;7/11/2020;CANCELED;;U00489;U00033;"{""P00489_008"": 5,
""P00489_025"": 3,
""P00489_015"": 5,
""P00489_014"": 1,
""P00489_020"": 2}"
O06695;7/11/2020;CANCELED;;U00617;U00286;"{""P00617_004"": 1,
""P00617_004"": 4,
""P00617_012"": 1,
""P00617_016"": 3}"
O06696;25/11/2020;OK;29/11/2020;U00594;U00265;"{""P00594_004"": 4,
""P00594_002"": 5}"
O06697;28/12/2020;OK;1/01/2021;U00599;U00384;"{""P00599_016"": 5}"
O06698;18/11/2020;OK;21/11/2020;U00513;U00611;"{""P00513_004"": 2,
""P00513_004"": 4,
""P00513_006"": 4,
""P00513_002"": 1,
""P00513_002"": 1}"
O06699;8/12/2020;CANCELED;;U00605;U00070;"{""P00605_002"": 1}"
O06700;13/12/2020;OK;14/12/2020;U00551;U00171;"{""P00551_010"": 5}"
